UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2535,_RARE_,M,299.3,308.9,1522,39.7,203,0,0,0,0,0,0
8185,_RARE_,M,299.6,311.4,1873,23.5,85,0,0,0,0,0,0
4844,_RARE_,L,296.0,306.7,1291,64.6,114,1,0,1,0,0,0
317,_RARE_,L,297.8,309.0,1560,41.7,97,0,0,0,0,0,0
1858,_RARE_,M,298.3,308.0,1664,30.7,196,0,0,0,0,0,0
1523,_RARE_,M,297.9,308.3,2387,19.3,75,1,0,0,1,0,0
7659,_RARE_,M,300.5,311.7,1447,48.2,164,0,0,0,0,0,0
2597,_RARE_,M,300.0,309.4,1315,67.6,116,0,0,0,0,0,0
8166,_RARE_,H,299.9,311.3,1598,35.7,159,0,0,0,0,0,0
4088,_RARE_,M,302.0,310.6,1619,33.3,20,0,0,0,0,0,0
5733,_RARE_,L,302.3,311.7,1416,49.5,154,0,0,0,0,0,0
1432,_RARE_,L,298.9,310.2,1550,39.9,195,0,0,0,0,0,0
4404,_RARE_,L,302.6,310.2,1561,32.5,28,0,0,0,0,0,0
7395,_RARE_,L,300.0,310.0,1540,49.1,77,0,0,0,0,0,0
630,_RARE_,M,298.0,309.2,1558,40.0,137,0,0,0,0,0,0
3677,_RARE_,H,302.2,311.5,1511,43.7,98,0,0,0,0,0,0
6624,_RARE_,M,301.4,310.4,2411,14.8,94,0,0,0,0,0,0
8352,_RARE_,M,298.8,309.7,1354,59.7,8,0,0,0,0,0,0
7553,_RARE_,L,300.2,311.3,1349,54.2,46,0,0,0,0,0,0
7613,_RARE_,L,300.5,311.2,1816,20.4,203,0,0,0,0,0,0
2973,_RARE_,L,300.7,309.4,1533,39.2,62,0,0,0,0,0,0
8411,_RARE_,L,298.3,309.6,1361,53.4,127,0,0,0,0,0,0
1832,_RARE_,M,298.0,307.7,1370,52.1,52,0,0,0,0,0,0
4744,_RARE_,L,303.7,312.0,1511,32.2,144,0,0,0,0,0,0
5657,_RARE_,M,302.2,311.7,1424,48.6,26,0,0,0,0,0,0
4174,_RARE_,H,301.7,310.6,1645,30.3,100,0,0,0,0,0,0
687,_RARE_,L,298.4,308.8,1507,43.5,85,0,0,0,0,0,0
470,_RARE_,M,297.3,308.5,1489,41.2,41,0,0,0,0,0,0
5974,_RARE_,H,300.4,310.4,1453,43.9,200,0,0,0,0,0,0
3946,_RARE_,L,302.2,311.5,1611,33.1,102,0,0,0,0,0,0
6746,_RARE_,M,301.2,310.6,1459,40.8,88,0,0,0,0,0,0
7908,_RARE_,L,300.8,311.9,1631,34.4,121,0,0,0,0,0,0
8284,_RARE_,L,299.1,310.7,1367,48.4,19,0,0,0,0,0,0
2178,_RARE_,L,299.5,309.1,1772,27.7,242,0,0,0,0,0,0
4221,_RARE_,L,302.2,310.8,1430,41.5,61,0,0,0,0,0,0
6417,_RARE_,M,301.1,309.8,1568,37.9,198,0,0,0,0,0,0
3975,_RARE_,H,302.5,311.4,1918,21.9,161,0,0,0,0,0,0
6156,_RARE_,M,300.8,311.1,1633,30.5,28,0,0,0,0,0,0
8929,_RARE_,M,297.2,308.1,1437,55.5,28,0,0,0,0,0,0
1334,_RARE_,L,298.9,310.2,2660,17.5,48,0,0,0,0,0,0
4745,_RARE_,L,303.7,311.7,1548,38.5,202,0,0,0,0,0,0
9387,_RARE_,M,298.4,309.2,1339,56.4,117,0,0,0,0,0,0
2945,_RARE_,M,300.8,309.4,1845,24.9,227,0,1,0,0,0,0
8653,_RARE_,L,297.5,308.3,1994,24.3,46,0,0,0,0,0,0
9080,_RARE_,L,297.0,308.4,1398,51.0,86,0,0,0,0,0,0
5504,_RARE_,L,302.3,311.9,2316,19.6,164,0,0,0,0,0,0
3550,_RARE_,L,301.8,310.7,1281,51.9,129,0,0,0,0,0,0
2406,_RARE_,L,299.2,308.7,1446,35.6,102,0,0,0,0,0,0
6279,_RARE_,L,301.0,310.6,1987,18.8,72,0,0,0,0,0,0
2887,_RARE_,M,300.3,309.5,1496,38.7,58,0,0,0,0,0,0
4923,_RARE_,L,303.7,312.5,1418,43.1,77,0,0,0,0,0,0
958,_RARE_,L,296.3,306.5,1309,65.8,103,1,0,1,0,0,0
3349,_RARE_,L,301.1,310.6,1455,48.7,131,0,0,0,0,0,0
8328,_RARE_,L,298.8,309.6,1743,33.2,27,0,0,0,0,0,0
6100,_RARE_,M,300.9,310.7,1681,32.3,87,0,0,0,0,0,0
4574,_RARE_,H,302.6,311.0,1554,37.1,176,0,0,0,0,0,0
1045,_RARE_,L,296.7,307.4,1443,52.3,89,0,0,0,0,0,0
4718,_RARE_,L,303.5,311.6,1822,21.8,7,0,0,0,0,0,0
9357,_RARE_,M,297.7,307.8,1374,50.7,208,0,0,0,0,0,0
6782,_RARE_,L,301.8,310.9,1422,55.2,87,0,0,0,0,0,0
3277,_RARE_,M,300.9,309.7,1618,35.9,120,0,0,0,0,0,0
5576,_RARE_,M,302.4,312.2,1594,30.9,131,0,0,0,0,0,0
907,_RARE_,M,296.0,305.9,1860,26.7,123,0,0,0,0,0,0
5508,_RARE_,H,302.1,311.6,1363,60.5,20,0,0,0,0,0,0
2654,_RARE_,M,299.4,309.4,1412,52.0,130,0,0,0,0,0,0
7756,_RARE_,L,300.2,311.5,2125,18.5,59,0,0,0,0,0,0
147,_RARE_,H,298.8,308.8,1437,47.1,40,0,0,0,0,0,0
4882,_RARE_,L,303.7,312.5,1499,36.4,89,0,0,0,0,0,0
9898,_RARE_,H,299.1,308.9,1636,33.3,135,0,0,0,0,0,0
1557,_RARE_,L,298.1,308.2,1523,42.2,198,0,0,0,0,0,0
5888,_RARE_,L,301.2,310.5,1459,47.6,36,0,0,0,0,0,0
6257,_RARE_,L,301.2,311.0,1678,28.6,137,0,0,0,0,0,0
5224,_RARE_,M,303.8,313.0,1407,41.5,135,0,0,0,0,0,0
2282,_RARE_,L,299.6,309.2,1425,45.8,199,0,0,0,0,0,0
6487,_RARE_,M,300.5,310.0,1453,41.1,70,0,0,0,0,0,0
2919,_RARE_,M,300.7,309.5,1367,51.1,61,0,0,0,0,0,0
9801,_RARE_,L,298.3,309.0,1458,41.0,111,0,0,0,0,0,0
3466,_RARE_,M,301.3,310.6,1758,27.9,70,0,0,0,0,0,0
2757,_RARE_,M,299.7,309.2,1404,54.1,168,0,0,0,0,0,0
1441,_RARE_,L,298.4,309.3,1471,40.0,27,0,0,0,0,0,0
628,_RARE_,L,297.9,309.1,1435,44.9,208,0,0,0,0,0,0
4096,_RARE_,L,302.3,310.2,1660,28.8,117,0,0,0,0,0,0
4261,_RARE_,M,302.3,311.0,1450,48.4,50,0,0,0,0,0,0
7596,_RARE_,L,300.3,311.2,1385,55.2,146,0,0,0,0,0,0
2939,_RARE_,M,300.6,309.5,1396,43.5,138,0,0,0,0,0,0
9347,_RARE_,L,298.4,309.0,1480,38.6,142,0,0,0,0,0,0
1532,_RARE_,L,298.1,308.9,1370,44.8,54,0,0,0,0,0,0
6743,_RARE_,L,301.7,310.5,1385,58.4,152,0,0,0,0,0,0
5115,_RARE_,M,304.2,313.6,1630,31.7,30,0,0,0,0,0,0
7897,_RARE_,L,300.5,312.1,1416,42.3,181,0,0,0,0,0,0
1990,_RARE_,M,298.9,310.3,1478,46.8,104,0,0,0,0,0,0
2692,_RARE_,M,300.1,309.3,1477,42.2,207,0,0,0,0,0,0
3846,_RARE_,L,302.5,311.4,1494,40.9,77,0,0,0,0,0,0
7494,_RARE_,L,300.5,311.6,1594,39.7,81,0,0,0,0,0,0
1476,_RARE_,M,298.8,309.8,1411,46.0,59,0,0,0,0,0,0
4033,_RARE_,L,302.0,310.8,1380,48.9,193,0,0,0,0,0,0
3767,_RARE_,H,302.1,310.9,1506,43.2,67,0,0,0,0,0,0
4669,_RARE_,H,303.5,311.3,1599,32.1,180,0,0,0,0,0,0
5262,_RARE_,L,303.5,312.7,1375,53.5,0,0,0,0,0,0,0
5757,_RARE_,L,302.4,311.9,1398,46.9,133,0,0,0,0,0,0
4227,_RARE_,L,302.7,310.8,1519,36.0,67,0,0,0,0,0,0
9745,_RARE_,M,298.7,309.9,1373,45.3,86,0,0,0,0,0,0
4906,_RARE_,M,304.0,312.9,1340,52.6,89,1,0,1,0,0,0
7570,_RARE_,L,300.1,311.4,1484,40.5,120,0,0,0,0,0,0
1681,_RARE_,M,297.6,308.1,1408,46.7,24,0,0,0,0,0,0
5836,_RARE_,M,301.2,311.0,1440,37.5,112,0,0,0,0,0,0
3502,_RARE_,M,301.7,310.6,1432,47.5,28,0,0,0,0,0,0
3191,_RARE_,L,301.2,309.9,1427,56.2,114,1,0,1,0,0,0
2280,_RARE_,M,299.3,308.3,1663,32.1,142,0,0,0,0,0,0
5250,_RARE_,L,303.5,313.0,1526,38.9,133,0,0,0,0,0,0
9552,_RARE_,L,299.2,310.5,1374,53.5,94,0,0,0,0,0,0
9046,_RARE_,M,297.3,308.1,1386,52.2,178,0,0,0,0,0,0
4355,_RARE_,H,301.9,310.1,1875,26.6,39,0,0,0,0,0,0
4907,_RARE_,L,303.7,312.5,1339,54.2,2,0,0,0,0,0,0
2501,_RARE_,L,298.9,308.8,1727,29.0,49,0,0,0,0,0,0
139,_RARE_,L,298.8,308.6,1990,28.2,160,0,0,0,0,0,0
4555,_RARE_,L,302.5,310.3,1540,39.8,90,0,0,0,0,0,0
7463,_RARE_,M,300.2,311.5,1754,27.6,141,0,0,0,0,0,0
5413,_RARE_,L,302.7,312.1,1474,50.0,158,0,0,0,0,0,0
3244,_RARE_,L,300.3,310.0,1681,30.3,91,0,0,0,0,0,0
9390,_RARE_,L,297.2,308.7,1425,50.7,198,0,0,0,0,0,0
9201,_RARE_,L,298.2,308.8,1641,34.3,43,0,0,0,0,0,0
4829,_RARE_,L,303.7,312.4,1560,36.9,147,0,0,0,0,0,0
9150,_RARE_,H,297.4,308.7,1474,43.6,87,0,0,0,0,0,0
3603,_RARE_,L,302.2,311.2,1732,34.1,147,0,0,0,0,0,0
5123,_RARE_,L,295.8,306.1,1567,37.1,203,0,0,0,0,0,0
7978,_RARE_,L,301.0,312.1,1599,36.6,140,0,0,0,0,0,0
5487,_RARE_,L,302.6,312.3,1737,28.9,31,0,0,0,0,0,0
4334,_RARE_,M,301.7,310.1,1675,30.5,156,0,0,0,0,0,0
9415,_RARE_,H,298.9,310.2,1571,33.3,210,0,0,0,0,0,0
5561,_RARE_,L,302.6,312.1,1533,34.6,54,0,0,0,0,0,0
2294,_RARE_,L,299.5,309.2,1641,31.2,167,0,0,0,0,0,0
4002,_RARE_,M,302.1,310.6,1768,23.8,109,0,0,0,0,0,0
6410,_RARE_,L,300.7,309.9,1447,40.7,153,0,0,0,0,0,0
9068,_RARE_,H,297.0,307.9,1417,37.2,130,0,0,0,0,0,0
4583,_RARE_,L,302.4,311.0,1492,40.6,74,0,0,0,0,0,0
4200,_RARE_,L,302.3,310.6,1427,46.7,55,0,0,0,0,0,0
2979,_RARE_,L,300.5,309.6,1214,53.1,69,0,0,0,0,0,0
7759,_RARE_,M,300.8,311.7,1560,28.9,131,0,0,0,0,0,0
6867,_RARE_,M,301.1,311.3,1614,33.8,88,0,0,0,0,0,0
6987,_RARE_,M,300.8,311.0,1362,45.1,127,0,0,0,0,0,0
2415,_RARE_,L,299.1,308.3,1430,35.5,137,0,0,0,0,0,0
3474,_RARE_,L,301.6,310.6,1673,30.5,154,0,0,0,0,0,0
3599,_RARE_,L,302.3,311.1,1658,36.5,59,0,0,0,0,0,0
4629,_RARE_,L,303.6,311.5,1773,21.0,205,0,0,0,0,0,0
2767,_RARE_,L,299.6,309.1,1496,45.5,157,0,0,0,0,0,0
5757,_RARE_,M,302.3,311.7,1401,53.1,197,0,0,0,0,0,0
970,_RARE_,L,295.6,306.2,1627,30.8,221,0,0,0,0,0,0
9527,_RARE_,M,299.6,310.6,1484,40.9,11,0,0,0,0,0,0
9648,_RARE_,L,299.1,309.8,1545,40.1,215,0,0,0,0,0,0
2780,_RARE_,L,300.1,309.2,1525,41.3,171,0,0,0,0,0,0
4175,_RARE_,M,301.9,310.5,1415,53.0,117,0,0,0,0,0,0
6459,_RARE_,L,300.6,309.8,1699,29.0,115,0,0,0,0,0,0
431,_RARE_,M,297.4,308.6,1898,21.5,71,0,0,0,0,0,0
4135,_RARE_,H,302.1,310.5,1596,36.8,42,0,0,0,0,0,0
2863,_RARE_,M,300.3,309.6,1382,53.7,135,0,0,0,0,0,0
2085,_RARE_,L,299.1,308.6,1996,18.7,138,0,0,0,0,0,0
7467,_RARE_,L,300.1,311.5,1395,44.3,178,0,0,0,0,0,0
4051,_RARE_,M,301.9,311.1,1523,36.7,129,0,0,0,0,0,0
3234,_RARE_,L,301.2,310.0,1569,34.7,214,0,0,0,0,0,0
5714,_RARE_,L,301.7,311.4,1387,53.4,162,0,0,0,0,0,0
3917,_RARE_,L,302.3,311.6,1417,41.4,77,0,0,0,0,0,0
2210,_RARE_,L,299.6,309.2,1431,53.9,195,0,0,0,0,0,0
7849,_RARE_,L,299.8,311.9,1367,44.9,188,0,0,0,0,0,0
6074,_RARE_,M,301.1,310.7,1524,41.9,164,0,0,0,0,0,0
1859,_RARE_,L,298.0,307.6,1791,26.1,107,0,0,0,0,0,0
2659,_RARE_,M,300.4,309.7,1502,45.7,121,0,0,0,0,0,0
1378,_RARE_,M,298.5,310.1,1536,33.9,73,0,0,0,0,0,0
259,_RARE_,M,298.2,308.1,1559,34.1,90,0,0,0,0,0,0
7505,_RARE_,M,300.1,310.8,1618,35.2,186,0,0,0,0,0,0
2148,_RARE_,L,299.3,309.0,1423,40.6,140,0,0,0,0,0,0
8853,_RARE_,L,298.0,308.9,1422,53.7,110,0,0,0,0,0,0
944,_RARE_,L,296.7,307.8,1732,24.1,146,0,0,0,0,0,0
9193,_RARE_,H,297.5,308.6,1586,41.9,79,0,0,0,0,0,0
2241,_RARE_,M,299.2,308.5,1551,38.3,90,0,0,0,0,0,0
9809,_RARE_,L,298.4,309.9,2163,17.2,79,0,0,0,0,0,0
3064,_RARE_,L,300.1,309.3,1212,53.7,202,0,0,0,0,1,0
2680,_RARE_,L,300.3,309.5,1509,34.0,149,0,0,0,0,0,0
5485,_RARE_,L,302.6,312.1,1631,31.0,82,0,0,0,0,0,0
7146,_RARE_,L,300.3,309.9,1639,34.8,161,0,0,0,0,0,0
69,_RARE_,L,298.8,308.6,1352,50.6,10,0,0,0,0,0,0
7995,_RARE_,L,300.9,312.1,1646,34.4,147,0,0,0,0,0,0
2578,_RARE_,L,299.4,308.9,1691,29.1,243,0,0,0,0,0,0
1884,_RARE_,L,297.8,307.8,1435,44.3,178,0,0,0,0,0,0
9148,_RARE_,L,297.3,308.6,1400,50.2,208,1,0,0,0,1,0
875,_RARE_,H,296.8,307.4,1408,45.8,106,0,0,0,0,0,0
2291,_RARE_,M,299.2,309.1,1409,48.5,184,0,0,0,0,0,0
7903,_RARE_,L,300.6,311.8,1736,26.8,35,0,0,0,0,0,0
4897,_RARE_,M,303.7,312.7,1704,31.6,112,0,0,0,0,0,0
2457,_RARE_,L,299.2,308.7,1855,22.4,154,0,0,0,0,0,0
5344,_RARE_,L,302.8,312.6,1484,39.5,243,0,0,0,0,0,0
7543,_RARE_,L,300.2,311.3,1478,36.6,45,0,0,0,0,0,0
8404,_RARE_,M,298.6,309.7,1392,41.9,144,0,0,0,0,0,0
9370,_RARE_,L,298.3,309.1,2018,27.5,164,0,0,0,0,0,0
9043,_RARE_,L,297.3,308.3,1392,44.2,124,0,0,0,0,0,0
8332,_RARE_,M,298.8,309.7,1501,38.2,171,0,0,0,0,0,0
1055,_RARE_,L,296.2,307.5,1597,36.3,85,0,0,0,0,0,0
7037,_RARE_,L,300.7,310.5,1513,44.9,36,0,0,0,0,0,0
6713,_RARE_,M,301.8,311.1,1522,37.7,158,0,0,0,0,0,0
8324,_RARE_,M,298.6,309.7,1468,45.2,221,0,0,0,0,0,0
7589,_RARE_,L,300.5,311.2,1433,37.5,23,0,0,0,0,0,0
1156,_RARE_,M,297.0,308.7,1374,42.8,167,0,0,0,0,0,0
5740,_RARE_,L,302.3,311.3,1481,35.0,6,0,0,0,0,0,0
6120,_RARE_,M,300.9,310.8,1718,33.0,74,0,0,0,0,0,0
9767,_RARE_,M,298.9,309.8,1421,49.8,189,0,0,0,0,0,0
4653,_RARE_,M,303.3,311.4,1460,38.5,84,0,0,0,0,0,0
8374,_RARE_,L,298.8,309.7,1393,40.2,116,0,0,0,0,0,0
6840,_RARE_,M,301.1,311.4,2131,19.0,23,0,0,0,0,0,0
444,_RARE_,L,298.6,308.3,1534,41.0,111,0,0,0,0,0,0
2983,_RARE_,L,300.6,309.5,1203,61.4,99,0,0,0,0,0,0
9371,_RARE_,L,298.3,309.3,1635,28.7,193,0,0,0,0,0,0
1558,_RARE_,M,298.0,309.1,1409,41.1,0,0,0,0,0,0,0
6596,_RARE_,M,301.0,310.0,1307,63.6,172,1,0,1,0,1,0
5937,_RARE_,H,300.4,310.8,1689,30.6,148,0,0,0,0,0,0
5937,_RARE_,M,300.7,310.8,1412,42.6,79,0,0,0,0,0,0
4843,_RARE_,L,303.7,312.4,1309,60.2,226,1,0,1,0,1,0
7397,_RARE_,M,299.6,310.2,1376,52.8,165,0,0,0,0,0,0
6174,_RARE_,L,300.7,310.8,1422,45.6,8,1,0,0,0,0,0
6930,_RARE_,M,300.7,311.0,1408,41.8,179,0,0,0,0,0,0
4420,_RARE_,L,302.6,310.2,1446,40.1,201,0,0,0,0,0,0
6767,_RARE_,M,301.6,310.9,1451,42.6,152,0,0,0,0,0,0
2522,_RARE_,M,298.8,309.1,1435,45.3,146,0,0,0,0,0,0
2448,_RARE_,L,299.0,308.5,1454,40.3,184,0,0,0,0,0,0
1674,_RARE_,L,297.9,308.1,1586,36.8,14,0,0,0,0,0,0
6120,_RARE_,H,300.8,310.9,1519,36.7,140,0,0,0,0,0,0
4556,_RARE_,M,302.4,311.1,1436,49.6,192,0,0,0,0,0,0
9651,_RARE_,L,299.5,310.0,1862,23.7,188,0,0,0,0,0,0
6815,_RARE_,L,300.9,310.7,1442,41.0,171,0,0,0,0,0,0
6944,_RARE_,L,300.8,311.0,1734,31.2,130,0,0,0,0,0,0
5934,_RARE_,M,300.5,309.8,1342,51.6,197,0,0,0,0,0,0
1765,_RARE_,L,298.6,308.0,1528,39.0,8,0,0,0,0,0,0
7170,_RARE_,L,300.1,309.9,1883,21.1,157,0,0,0,0,0,0
1753,_RARE_,L,298.3,307.7,1491,40.1,170,0,0,0,0,0,0
826,_RARE_,L,296.9,307.5,1515,35.7,196,0,0,0,0,0,0
5826,_RARE_,L,301.4,311.1,1414,41.7,114,0,0,0,0,0,0
3932,_RARE_,M,302.2,311.7,2348,13.0,141,0,0,0,0,0,0
9143,_RARE_,L,297.3,308.6,1442,41.9,25,0,0,0,0,0,0
3073,_RARE_,L,300.1,309.2,1404,58.6,38,0,0,0,0,0,0
6866,_RARE_,M,301.0,311.0,1395,48.9,166,0,0,0,0,0,0
882,_RARE_,H,296.2,307.0,1428,40.6,219,0,0,0,0,0,0
9159,_RARE_,L,297.2,308.5,1400,54.1,30,0,0,0,0,0,0
8338,_RARE_,L,298.7,309.5,1792,27.5,161,0,0,0,0,0,0
1613,_RARE_,L,298.1,307.8,1377,48.1,156,0,0,0,0,0,0
7019,_RARE_,H,300.6,310.3,1363,56.3,126,0,0,0,0,0,0
8669,_RARE_,L,297.5,308.6,1337,50.5,148,0,0,0,0,0,0
4558,_RARE_,L,302.8,311.4,1553,43.7,58,0,0,0,0,0,0
4835,_RARE_,M,303.5,312.7,1360,55.1,199,0,0,0,0,0,0
1583,_RARE_,L,298.3,309.2,1345,57.0,51,0,0,0,0,0,0
7601,_RARE_,L,300.6,311.7,1740,28.0,153,0,0,0,0,0,0
5007,_RARE_,L,303.9,312.9,1451,43.8,173,0,0,0,0,0,0
7703,_RARE_,L,300.5,312.0,1437,44.5,187,0,0,0,0,0,0
3652,_RARE_,M,301.6,310.7,1421,41.2,24,0,0,0,0,0,0
5807,_RARE_,L,301.2,311.0,1435,47.8,180,0,0,0,0,0,0
1604,_RARE_,L,298.0,307.6,1572,34.8,102,0,0,0,0,0,0
35,_RARE_,L,298.6,309.3,1501,36.2,3,0,0,0,0,0,0
3022,_RARE_,L,300.4,309.7,1472,53.9,143,0,0,0,0,0,0
1995,_RARE_,L,298.7,309.9,1363,48.5,33,0,0,0,0,0,0
2171,_RARE_,L,299.4,309.1,1349,54.3,205,1,0,0,0,1,0
3018,_RARE_,L,300.2,309.5,1404,51.8,148,0,0,0,0,0,0
2666,_RARE_,M,299.4,309.4,1449,48.2,193,0,0,0,0,0,0
6033,_RARE_,H,300.6,310.1,1631,30.0,168,0,0,0,0,0,0
471,_RARE_,M,297.6,308.7,1364,50.6,166,0,0,0,0,0,0
8102,_RARE_,L,298.2,311.8,1920,24.4,173,0,0,0,0,0,0
2011,_RARE_,H,299.0,308.6,1549,38.3,72,0,0,0,0,0,0
9900,_RARE_,M,298.2,308.4,1551,36.7,34,0,0,0,0,0,0
2523,_RARE_,L,299.2,308.7,1839,25.4,87,0,0,0,0,0,0
6954,_RARE_,M,300.8,311.1,1471,44.2,187,0,0,0,0,0,0
4369,_RARE_,L,301.7,310.1,2017,20.6,149,0,0,0,0,0,0
8467,_RARE_,L,298.6,309.6,1471,46.0,25,0,0,0,0,0,0
1828,_RARE_,L,298.4,307.8,1352,59.1,30,0,0,0,0,0,0
625,_RARE_,L,298.4,308.6,1441,38.9,4,0,0,0,0,0,0
4770,_RARE_,L,303.4,311.7,1516,44.8,99,0,0,0,0,0,0
6332,_RARE_,L,300.9,311.7,1697,33.2,57,0,0,0,0,0,0
8268,_RARE_,L,299.1,309.9,1462,40.2,134,0,0,0,0,0,0
2887,_RARE_,M,300.8,309.8,1587,34.2,68,0,0,0,0,0,0
3507,_RARE_,L,301.8,310.5,1455,38.6,204,0,0,0,0,0,0
4251,_RARE_,L,302.6,311.1,1475,45.2,53,0,0,0,0,0,0
1691,_RARE_,M,298.4,307.8,1415,62.4,170,0,0,0,0,0,0
9675,_RARE_,H,299.1,310.0,1857,23.2,95,0,0,0,0,0,0
3676,_RARE_,L,302.1,311.1,1497,41.0,148,0,0,0,0,0,0
1084,_RARE_,L,296.2,307.2,1602,35.0,83,0,0,0,0,0,0
1441,_RARE_,L,298.6,309.9,1471,44.7,2,0,0,0,0,0,0
6535,_RARE_,L,301.3,310.5,1363,49.6,10,0,0,0,0,0,0
3505,_RARE_,M,301.9,310.6,1361,44.2,23,0,0,0,0,0,0
4386,_RARE_,L,302.0,309.9,1567,34.1,89,0,0,0,0,0,0
5393,_RARE_,M,303.8,313.1,1572,37.0,16,0,0,0,0,0,0
422,_RARE_,L,297.4,308.8,1777,25.6,78,0,0,0,0,0,0
2950,_RARE_,M,300.7,309.6,1554,41.1,54,0,0,0,0,0,0
5588,_RARE_,M,302.4,311.6,1302,59.4,65,0,0,0,0,0,0
4672,_RARE_,L,303.0,311.3,2458,12.9,105,0,0,0,0,0,0
5946,_RARE_,M,300.5,310.2,1655,31.0,221,0,0,0,0,0,0
9943,_RARE_,L,298.5,309.5,1459,43.5,101,0,0,0,0,0,0
1368,_RARE_,M,298.5,309.6,1360,53.1,143,0,0,0,0,0,0
3592,_RARE_,L,301.9,311.5,1456,41.7,33,0,0,0,0,0,0
3802,_RARE_,M,302.4,311.4,1559,38.3,80,0,0,0,0,0,0
8559,_RARE_,M,297.5,308.2,1355,59.1,19,0,0,0,0,0,0
6611,_RARE_,L,301.6,310.7,1330,57.6,76,1,0,0,0,1,0
1125,_RARE_,L,297.0,308.0,1354,44.8,167,0,0,0,0,0,0
1807,_RARE_,M,298.1,307.8,1550,38.0,164,0,0,0,0,0,0
4074,_RARE_,L,302.1,311.1,1415,43.4,91,0,0,0,0,0,0
8877,_RARE_,L,297.6,309.2,1526,44.1,217,0,0,0,0,0,0
1917,_RARE_,H,298.1,307.7,1385,44.3,175,0,0,0,0,0,0
6818,_RARE_,L,301.0,311.7,1496,38.6,88,0,0,0,0,0,0
6802,_RARE_,L,301.0,311.5,1675,30.0,93,0,0,0,0,0,0
5813,_RARE_,M,301.5,311.1,1496,35.0,104,0,0,0,0,0,0
1498,_RARE_,L,298.5,308.7,1404,46.3,118,0,0,0,0,0,0
4044,_RARE_,M,301.8,310.8,1422,48.7,85,0,0,0,0,0,0
5185,_RARE_,M,304.2,313.5,1460,39.1,37,0,0,0,0,0,0
1187,_RARE_,H,296.6,307.6,1536,40.7,222,0,0,0,0,0,0
6624,_RARE_,L,301.6,310.8,1290,62.0,188,0,0,0,0,1,0
8916,_RARE_,L,297.2,308.1,1503,35.5,11,0,0,0,0,0,0
9232,_RARE_,L,297.7,309.0,1510,40.7,54,0,0,0,0,0,0
5609,_RARE_,L,302.5,311.9,1510,43.6,68,0,0,0,0,0,0
341,_RARE_,M,297.9,308.5,1811,25.4,215,0,0,0,0,0,0
4100,_RARE_,M,302.0,310.5,1378,53.0,107,0,0,0,0,0,0
1640,_RARE_,L,297.7,308.9,1607,37.6,189,0,0,0,0,0,0
5929,_RARE_,L,300.8,310.6,1718,21.6,48,0,0,0,0,0,0
2742,_RARE_,L,299.8,309.1,2188,17.6,104,0,0,0,0,0,0
451,_RARE_,L,297.2,308.4,1448,42.8,113,0,0,0,0,0,0
4577,_RARE_,M,302.7,311.0,1658,32.0,120,0,0,0,0,0,0
8276,_RARE_,L,299.0,310.4,1512,38.1,14,0,0,0,0,0,0
3386,_RARE_,M,301.9,310.5,1378,43.7,0,0,0,0,0,0,0
7502,_RARE_,M,300.1,311.2,1658,29.4,0,0,0,0,0,0,0
8884,_RARE_,L,297.9,309.0,1807,23.4,36,0,0,0,0,0,0
1801,_RARE_,H,298.1,307.7,1516,43.1,141,0,0,0,0,0,0
5556,_RARE_,M,302.3,311.7,1458,42.1,119,0,0,0,0,0,0
6843,_RARE_,M,301.1,310.9,1427,48.6,116,0,0,0,0,0,0
5272,_RARE_,M,303.7,312.7,1445,44.3,172,0,0,0,0,0,0
1846,_RARE_,L,298.4,308.9,2115,17.3,146,0,0,0,0,0,0
9232,_RARE_,L,297.9,308.6,1898,26.5,30,0,0,0,0,0,0
7679,_RARE_,L,300.5,311.7,1493,35.1,44,0,0,0,0,0,0
6689,_RARE_,M,301.5,310.6,1556,35.8,16,0,0,0,0,0,0
8611,_RARE_,M,297.3,308.1,1495,42.0,159,0,0,0,0,0,0
7913,_RARE_,M,300.9,311.7,1450,48.1,32,0,0,0,0,0,0
9045,_RARE_,L,297.2,308.3,1431,40.2,72,0,0,0,0,0,0
80,_RARE_,L,298.8,309.5,1350,49.6,119,0,0,0,0,0,0
3593,_RARE_,M,302.2,311.6,1214,62.4,90,0,0,0,0,0,0
5884,_RARE_,M,301.4,311.1,1687,32.5,71,0,0,0,0,0,0
8591,_RARE_,M,298.6,309.5,1530,40.2,115,0,0,0,0,0,0
1429,_RARE_,L,298.6,309.6,1951,21.3,208,0,0,0,0,0,0
7424,_RARE_,M,299.7,310.8,1690,30.5,175,0,0,0,0,0,0
3928,_RARE_,M,302.5,311.1,1464,37.6,4,0,0,0,0,0,0
7196,_RARE_,L,300.3,310.4,1564,41.9,91,0,0,0,0,0,0
9083,_RARE_,L,297.0,307.9,1562,38.2,176,0,0,0,0,0,0
5108,_RARE_,M,304.0,313.3,1519,39.2,124,0,0,0,0,0,0
208,_RARE_,L,298.4,308.5,1502,46.5,84,0,0,0,0,0,0
6444,_RARE_,L,300.4,310.0,1648,39.1,42,0,0,0,0,0,0
2822,_RARE_,L,300.5,309.6,1746,30.4,190,0,0,0,0,0,0
